ncalls           , tottime, percall, cumtime , percall, filename:lineno(function)
5374             , 0.027  , 0.000  , 0.032   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/core/falldetector.py:11(update)
38               , 0.000  , 0.000  , 3.682   , 0.097  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/core/imgwriter.py:20(write)
19               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/core/tracker.py:21(deregister)
5374             , 0.124  , 0.000  , 0.521   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/openpifpaf/core/tracker.py:25(update)
2                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setCheckable}
2                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setChecked}
4                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setEnabled}
8                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setToolTip}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setVisible}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setAlignment}
30               , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setText}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method addToolBar}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setCentralWidget}
8                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method addAction}
2                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method addSeparator}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method addWidget}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setAllowedAreas}
5585             , 1.534  , 0.000  , 1.534   , 0.000  , {built-in method activateWindow}
8                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method backgroundRole}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method close}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {closeEvent}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method destroy}
3                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method height}
8                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method palette}
5586             , 0.063  , 0.000  , 0.063   , 0.000  , {built-in method raise_}
11172            , 0.029  , 0.000  , 0.029   , 0.000  , {built-in method resize}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {resizeEvent}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setAttribute}
3                , 0.008  , 0.003  , 0.008   , 0.003  , {built-in method setCursor}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setFocus}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setFocusPolicy}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setMouseTracking}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setPalette}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setSizePolicy}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setWindowIcon}
1                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setWindowTitle}
5585             , 0.062  , 0.000  , 0.062   , 0.000  , {built-in method show}
2                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method size}
1                , 0.008  , 0.008  , 0.008   , 0.008  , {built-in method sizeHint}
16831            , 0.133  , 0.000  , 0.133   , 0.000  , {built-in method update}
2                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method width}
8                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method value}
11               , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method pos}
11               , 0.000  , 0.000  , 0.000   , 0.000  , {restoreOverrideCursor}
8                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method setDevicePixelRatio}
4                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method key}
4                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method modifiers}
5596             , 0.002  , 0.000  , 0.002   , 0.000  , {built-in method x}
5596             , 0.002  , 0.000  , 0.002   , 0.000  , {built-in method y}
33572            , 0.045  , 0.000  , 0.045   , 0.000  , {built-in method devicePixelRatioF}
5585             , 0.011  , 0.000  , 0.011   , 0.000  , {built-in method rect}
5585             , 0.964  , 0.000  , 0.964   , 0.000  , {built-in method drawImage}
5585             , 0.014  , 0.000  , 0.014   , 0.000  , {built-in method end}
5585             , 0.431  , 0.000  , 0.431   , 0.000  , {built-in method eraseRect}
8                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method color}
2                , 0.000  , 0.000  , 0.000   , 0.000  , {instance}
2                , 0.000  , 0.000  , 0.000   , 0.000  , {setAttribute}
5585             , 2.128  , 0.000  , 287.449 , 0.051  , {built-in method exec_}
5584             , 0.010  , 0.000  , 0.010   , 0.000  , {built-in method isRunning}
5585             , 0.004  , 0.000  , 0.004   , 0.000  , {built-in method left}
5585             , 0.001  , 0.000  , 0.001   , 0.000  , {built-in method top}
5585             , 0.008  , 0.000  , 0.008   , 0.000  , {built-in method topLeft}
11170            , 0.276  , 0.000  , 0.276   , 0.000  , {singleShot}
9                , 0.000  , 0.000  , 0.000   , 0.000  , {built-in method PyQt5.QtCore.qVersion}
3                , 0.000  , 0.000  , 0.000   , 0.000  , {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
31               , 0.000  , 0.000  , 0.000   , 0.000  , {method 'emit' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
38783            , 3.051  , 0.000  , 3.381   , 0.000  , {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
18288            , 1.126  , 0.000  , 2.521   , 0.000  , {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
51165            , 1.495  , 0.000  , 1.617   , 0.000  , {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
16831            , 10.657 , 0.001  , 10.732  , 0.001  , {method 'draw_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
18288            , 4.335  , 0.000  , 5.518   , 0.000  , {method 'draw_path_collection' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
16830            , 2.297  , 0.000  , 2.297   , 0.000  , {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
5585             , 1.055  , 0.000  , 1.062   , 0.000  , {method 'copy_from_bbox' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
15898            , 0.077  , 0.000  , 7.463   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:215(get_text_width_height_descent)
1                , 0.000  , 0.000  , 0.011   , 0.011  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5agg.py:19(__init__)
5586             , 0.410  , 0.000  , 39.603  , 0.007  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5agg.py:23(paintEvent)
5623             , 0.040  , 0.000  , 488.557 , 0.087  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5agg.py:80(print_figure)
67063            , 0.159  , 0.000  , 0.234   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:55(get_hinting_flag)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:112(_update_methods)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:90(__init__)
38783            , 0.166  , 0.000  , 3.609   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:131(draw_path)
18288            , 0.031  , 0.000  , 5.549   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:164(draw_path_collection)
51165            , 0.592  , 0.000  , 39.039  , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:188(draw_text)
51165            , 0.030  , 0.000  , 0.030   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:264(get_canvas_width_height)
67063            , 0.240  , 0.000  , 14.714  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:268(_get_agg_font)
36576            , 0.028  , 0.000  , 0.028   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:281(points_to_pixels)
5623             , 0.008  , 0.000  , 0.008   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:285(buffer_rgba)
16830            , 0.032  , 0.000  , 2.329   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:294(clear)
33662            , 0.009  , 0.000  , 0.009   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:297(option_image_nocomposite)
16831            , 0.006  , 0.000  , 0.006   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:305(option_scale_image)
5585             , 0.017  , 0.000  , 1.177   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:392(copy_from_bbox)
16831            , 0.290  , 0.000  , 726.749 , 0.043  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:400(draw)
28001            , 0.293  , 0.000  , 3.124   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:412(get_renderer)
38               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:442(buffer_rgba)
5585             , 0.055  , 0.000  , 240.540 , 0.043  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:451(print_raw)
38               , 0.001  , 0.000  , 2.133   , 0.056  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_agg.py:524(print_jpg)
1                , 0.010  , 0.010  , 0.011   , 0.011  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:96(_create_qApp)
5585             , 0.002  , 0.000  , 0.002   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:237(<lambda>)
1                , 0.000  , 0.000  , 0.011   , 0.011  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:217(__init__)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:246(_update_figure_dpi)
33564            , 0.027  , 0.000  , 0.118   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:250(_dpi_ratio)
5586             , 0.020  , 0.000  , 0.065   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:254(_update_dpi)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:274(get_width_height)
11               , 0.000  , 0.000  , 0.006   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:278(enterEvent)
11               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:286(leaveEvent)
5625             , 0.043  , 0.000  , 0.081   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:290(mouseEventCoords)
29               , 0.000  , 0.000  , 0.038   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:321(mouseMoveEvent)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:354(keyPressEvent)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:359(keyReleaseEvent)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:364(resizeEvent)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:380(sizeHint)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:396(<listcomp>)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:387(_get_key)
5585             , 0.121  , 0.000  , 287.656 , 0.052  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:426(start_event_loop)
16831            , 0.122  , 0.000  , 0.506   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:441(draw)
5624             , 0.036  , 0.000  , 0.253   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:451(draw_idle)
11170            , 0.088  , 0.000  , 245.776 , 0.022  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:472(_draw_idle)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:516(closeEvent)
1                , 0.003  , 0.003  , 0.016   , 0.016  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:535(__init__)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:588(_widgetclosed)
1                , 0.000  , 0.000  , 0.004   , 0.004  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:600(_get_toolbar)
5585             , 0.060  , 0.000  , 0.101   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:611(resize)
5585             , 0.061  , 0.000  , 1.729   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:619(show)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:625(destroy)
1                , 0.000  , 0.000  , 0.004   , 0.004  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:653(__init__)
8                , 0.003  , 0.000  , 0.003   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:705(_icon)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:750(_update_buttons_checked)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:761(zoom)
30               , 0.000  , 0.000  , 0.001   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:765(set_message)
3                , 0.000  , 0.000  , 0.008   , 0.003  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:770(set_cursor)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/backend_qt5.py:822(set_history_buttons)
33572            , 0.046  , 0.000  , 0.091   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/qt_compat.py:188(_devicePixelRatioF)
5593             , 0.010  , 0.000  , 0.023   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/backends/qt_compat.py:207(_setDevicePixelRatioF)
50493            , 0.069  , 0.000  , 0.526   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:2201(get_ticks_position)
11172            , 0.017  , 0.000  , 0.029   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:2214(get_minpos)
1                , 0.000  , 0.000  , 0.001   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:2257(__init__)
44683/22343      , 0.166  , 0.000  , 78.319  , 0.004  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:2298(_get_tick)
11172            , 0.014  , 0.000  , 0.024   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:2499(get_minpos)
44696            , 0.012  , 0.000  , 0.012   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:44(__init__)
22344            , 0.005  , 0.000  , 0.005   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:80(limit_range_for_scale)
44696            , 0.075  , 0.000  , 0.088   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/scale.py:98(__init__)
